scenario_nr	par_space	w_corr	N	nC	I	missing	method	Tissues	PD	LCI	UCI	parspace	shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T15_nominal	0.037	0.0253006402209287	0.0486993597790714	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T16_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T17_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T18_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T19_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T20_nominal	0.034	0.0227675081345733	0.0452324918654267	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T21_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T22_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T23_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T24_nominal	0.06	0.0452806835251378	0.0747193164748622	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T25_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T26_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T27_nominal	0.063	0.0479412764271206	0.0780587235728794	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T28_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T29_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T30_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T31_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T32_nominal	0.038	0.0261497523802541	0.049850247619746	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T33_nominal	0.067	0.0515037607033058	0.0824962392966942	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T34_nominal	0.061	0.0461664259266171	0.0758335740733829	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T35_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T36_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T37_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T38_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T39_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T40_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T41_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T42_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T43_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T44_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T45_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T46_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T47_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T48_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T49_nominal	0.238	0.211605462574885	0.264394537425115	Single-context Heterogeneity	Shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	global_eQTL	0.076	0.0595755485868044	0.0924244514131956	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.147	0.125052691213143	0.168947308786857	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	global	0.079	0.0622817254976812	0.0957182745023188	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T1	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T2	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T3	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T4	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T5	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T6	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T7	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T8	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T9	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T10	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T11	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T12	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T13	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T14	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T15	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T16	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T17	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T18	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T19	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T20	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T21	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T22	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T23	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T24	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T25	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T26	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T27	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T28	0.004	8.79197424330123e-05	0.00791208025756699	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T29	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T30	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T31	0.004	8.79197424330123e-05	0.00791208025756699	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T32	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T33	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T34	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T35	0.006	0.00121351272783268	0.0107864872721673	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T36	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T37	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T38	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T39	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T40	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T41	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T42	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T43	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T44	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T45	0	0	0	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T46	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T47	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T48	0.013	0.00597933349828335	0.0200206665017166	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T49	0.013	0.00597933349828335	0.0200206665017166	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.055	0.0408698965960763	0.0691301034039237	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.058	0.0435126971410326	0.0724873028589674	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.051	0.0373646501525346	0.0646353498474654	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.055	0.0408698965960763	0.0691301034039237	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.04	0.0278545474059361	0.0521454525940639	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.046	0.0330162186213977	0.0589837813786023	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.062	0.0470532987192395	0.0769467012807605	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.06	0.0452806835251378	0.0747193164748622	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T9_nominal	0.042	0.0295675852261337	0.0544324147738663	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T10_nominal	0.057	0.0426305096446976	0.0713694903553025	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T11_nominal	0.056	0.0417495656523328	0.0702504343476672	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T12_nominal	0.052	0.0382388752630849	0.0657611247369151	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T13_nominal	0.06	0.0452806835251378	0.0747193164748622	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T14_nominal	0.042	0.0295675852261337	0.0544324147738663	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T15_nominal	0.049	0.0356206076526052	0.0623793923473948	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T16_nominal	0.059	0.0443960980465453	0.0736039019534547	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T17_nominal	0.053	0.0391145162248678	0.0668854837751322	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T18_nominal	0.051	0.0373646501525346	0.0646353498474654	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T19_nominal	0.047	0.0338827296270257	0.0601172703729744	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T20_nominal	0.05	0.0364918804423795	0.0635081195576206	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T21_nominal	0.055	0.0408698965960763	0.0691301034039237	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T22_nominal	0.043	0.0304270181766462	0.0555729818233538	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T23_nominal	0.048	0.0347508754149401	0.0612491245850599	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T24_nominal	0.043	0.0304270181766462	0.0555729818233538	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T25_nominal	0.05	0.0364918804423795	0.0635081195576206	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T26_nominal	0.047	0.0338827296270257	0.0601172703729744	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T27_nominal	0.055	0.0408698965960763	0.0691301034039237	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T28_nominal	0.055	0.0408698965960763	0.0691301034039237	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T29_nominal	0.058	0.0435126971410326	0.0724873028589674	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T30_nominal	0.043	0.0304270181766462	0.0555729818233538	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T31_nominal	0.056	0.0417495656523328	0.0702504343476672	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T32_nominal	0.051	0.0373646501525346	0.0646353498474654	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T33_nominal	0.068	0.0523969139520315	0.0836030860479686	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T34_nominal	0.056	0.0417495656523328	0.0702504343476672	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T35_nominal	0.056	0.0417495656523328	0.0702504343476672	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T36_nominal	0.058	0.0435126971410326	0.0724873028589674	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T37_nominal	0.057	0.0426305096446976	0.0713694903553025	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T38_nominal	0.044	0.0312883075936492	0.0567116924063508	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T39_nominal	0.047	0.0338827296270257	0.0601172703729744	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T40_nominal	0.048	0.0347508754149401	0.0612491245850599	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T41_nominal	0.04	0.0278545474059361	0.0521454525940639	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T42_nominal	0.05	0.0364918804423795	0.0635081195576206	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T43_nominal	0.048	0.0347508754149401	0.0612491245850599	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T44_nominal	0.06	0.0452806835251378	0.0747193164748622	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T45_nominal	0.045	0.0321513933510544	0.0578486066489456	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T46_nominal	0.052	0.0382388752630849	0.0657611247369151	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T47_nominal	0.04	0.0278545474059361	0.0521454525940639	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T48_nominal	0.235	0.208720763719425	0.261279236280575	Two context Heterogeneity	No shared
21	alt	0	100	49	1000	GTEx missing	FastGxC	p.value_T49_nominal	0.22	0.19432521989128	0.24567478010872	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	global_eQTL	0.075	0.0586751353547524	0.0913248646452476	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.143	0.121302658689718	0.164697341310282	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	global	0.097	0.0786566846081899	0.11534331539181	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T1	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T2	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T3	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T4	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T5	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T6	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T7	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T8	0.001	0	0.00295898375742971	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T9	0.003	0	0.0063896612415839	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T10	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T11	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T12	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T13	0	0	0	Two context Heterogeneity	No shared
22	alt	0.2	100	49	1000	GTEx missing	FastGxC	p.value_T14	0.002	0	0.00476903445375919	Two context Heterogeneity	No shared
